code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types
BOS-SSWP-3047,STREET SWEEPING 00:00-07:00 TUE - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,1,,,,,,,,sweeping
BOS-SSWP-3048,STREET SWEEPING 00:00-07:00 TUE - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,1,,,,,,,,sweeping
BOS-SSWP-3049,STREET SWEEPING 00:00-07:00 TUE - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,1,,,,,,,,sweeping
BOS-SSWP-3050,STREET SWEEPING 00:00-07:00 TUE - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,1,,,,,,,,sweeping
BOS-SSWP-3051,STREET SWEEPING 00:00-07:00 TUE - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,1,,,,,,,,sweeping
BOS-SSWP-3052,STREET SWEEPING 00:00-07:00 TUE - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,1,,,,,,,,sweeping
BOS-SSWP-3053,STREET SWEEPING 00:00-07:00 WED - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3054,STREET SWEEPING 00:00-07:00 WED - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3055,STREET SWEEPING 00:00-07:00 WED - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3056,STREET SWEEPING 00:00-07:00 WED - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3057,STREET SWEEPING 00:00-07:00 WED - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3058,STREET SWEEPING 00:00-07:00 WED - WEEKLY,"04-01,11-30",,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3059,STREET SWEEPING 08:00-12:00 THU - 2nd 4th WEEKS,"04-01,04-08;04-15,04-22;04-29,05-06;05-13,05-20;06-03,06-10;06-17,06-24;07-01,07-08;07-15,07-22;08-05,08-12;08-19,08-26;09-02,09-09;09-16,09-23;09-30,10-07;10-14,10-21;11-04,11-11;11-18,11-25",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3060,STREET SWEEPING 08:00-12:00 THU - 1st 3rd WEEKS,"04-08,04-15;05-06,05-13;05-27,06-03;06-10,06-17;07-08,07-15;07-29,08-05;08-12,08-19;08-26,09-02;09-09,09-16;10-07,10-14;10-28,11-04;11-11,11-18",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3061,STREET SWEEPING 00:00-07:00 WED - YEAR ROUND,,,0.0,7.0,7.0,,,1,,,,,,,sweeping
BOS-SSWP-3063,STREET SWEEPING 05:00-07:00 WED - WEEKLY,"04-01,11-30",,5.0,7.0,2.0,,,1,,,,,,,sweeping
BOS-SSWP-3064,STREET SWEEPING 05:00-07:00 MON - WEEKLY,"04-01,11-30",,5.0,7.0,2.0,1,,,,,,,,,sweeping
BOS-SSWP-3065,STREET SWEEPING 08:00-12:00 MON - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3066,STREET SWEEPING 08:00-12:00 WED - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3067,STREET SWEEPING 08:00-12:00 WED - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3068,STREET SWEEPING 08:00-12:00 WED - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3069,STREET SWEEPING 13:00-17:00 FRI - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3070,STREET SWEEPING 13:00-17:00 FRI - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3071,STREET SWEEPING 09:00-13:00 WED - 2nd 4th WEEKS,"03-31,04-07;04-14,04-21;04-28,05-05;05-12,05-19;06-02,06-09;06-16,06-23;06-30,07-07;07-14,07-21;08-04,08-11;08-18,08-25;09-01,09-08;09-15,09-22;09-29,10-06;10-13,10-20;11-03,11-10;11-17,11-24",,9.0,13.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3072,STREET SWEEPING 09:00-13:00 WED - 1st 3rd WEEKS,"04-07,04-14;05-05,05-12;05-26,06-02;06-09,06-16;07-07,07-14;07-28,08-04;08-11,08-18;09-08,09-15;10-06,10-13;10-27,11-03;11-10,11-17",,9.0,13.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3073,STREET SWEEPING 09:00-13:00 WED - 2nd 4th WEEKS,"03-31,04-07;04-14,04-21;04-28,05-05;05-12,05-19;06-02,06-09;06-16,06-23;06-30,07-07;07-14,07-21;08-04,08-11;08-18,08-25;09-01,09-08;09-15,09-22;09-29,10-06;10-13,10-20;11-03,11-10;11-17,11-24",,9.0,13.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3074,STREET SWEEPING 09:00-13:00 WED - 1st 3rd WEEKS,"04-07,04-14;05-05,05-12;05-26,06-02;06-09,06-16;07-07,07-14;07-28,08-04;08-11,08-18;09-08,09-15;10-06,10-13;10-27,11-03;11-10,11-17",,9.0,13.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3077,STREET SWEEPING 09:00-13:00 WED - 2nd 4th WEEKS,"03-31,04-07;04-14,04-21;04-28,05-05;05-12,05-19;06-02,06-09;06-16,06-23;06-30,07-07;07-14,07-21;08-04,08-11;08-18,08-25;09-01,09-08;09-15,09-22;09-29,10-06;10-13,10-20;11-03,11-10;11-17,11-24",,9.0,13.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3078,STREET SWEEPING 09:00-13:00 WED - 1st 3rd WEEKS,"04-07,04-14;05-05,05-12;05-26,06-02;06-09,06-16;07-07,07-14;07-28,08-04;08-11,08-18;09-08,09-15;10-06,10-13;10-27,11-03;11-10,11-17",,9.0,13.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3081,STREET SWEEPING 12:00-16:00 FRI - 2nd 4th WEEKS,"04-02,04-09;04-16,04-23;04-30,05-07;05-14,05-21;06-04,06-11;06-18,06-25;07-02,07-09;07-16,07-23;08-06,08-13;08-20,08-27;09-03,09-10;09-17,09-24;10-01,10-08;10-15,10-22;11-05,11-12;11-19,11-26",,12.0,16.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3082,STREET SWEEPING 12:00-16:00 FRI - 1st 3rd WEEKS,"03-26,04-02;04-09,04-16;05-07,05-14;05-28,06-04;06-11,06-18;06-25,07-02;07-09,07-16;07-30,08-06;08-13,08-20;08-27,09-03;09-10,09-17;10-08,10-15;10-29,11-05;11-12,11-19",,12.0,16.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3083,STREET SWEEPING 12:00-16:00 FRI - 2nd 4th WEEKS,"04-02,04-09;04-16,04-23;04-30,05-07;05-14,05-21;06-04,06-11;06-18,06-25;07-02,07-09;07-16,07-23;08-06,08-13;08-20,08-27;09-03,09-10;09-17,09-24;10-01,10-08;10-15,10-22;11-05,11-12;11-19,11-26",,12.0,16.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3084,STREET SWEEPING 12:00-16:00 FRI - 1st 3rd WEEKS,"03-26,04-02;04-09,04-16;05-07,05-14;05-28,06-04;06-11,06-18;06-25,07-02;07-09,07-16;07-30,08-06;08-13,08-20;08-27,09-03;09-10,09-17;10-08,10-15;10-29,11-05;11-12,11-19",,12.0,16.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3085,STREET SWEEPING 08:00-12:00 FRI - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3086,STREET SWEEPING 08:00-12:00 THU - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3087,STREET SWEEPING 08:00-12:00 FRI - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3088,STREET SWEEPING 09:00-13:00 MON - WEEKLY,"04-01,11-30",,9.0,13.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3089,STREET SWEEPING 13:00-17:00 MON - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3090,STREET SWEEPING 09:00-13:00 FRI - WEEKLY,"04-01,11-30",,9.0,13.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3091,STREET SWEEPING 13:00-17:00 FRI - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3092,STREET SWEEPING 13:00-17:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,13.0,17.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3093,STREET SWEEPING 13:00-17:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,13.0,17.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3094,STREET SWEEPING 13:00-17:00 FRI - 2nd 4th WEEKS,"04-02,04-09;04-16,04-23;04-30,05-07;05-14,05-21;06-04,06-11;06-18,06-25;07-02,07-09;07-16,07-23;08-06,08-13;08-20,08-27;09-03,09-10;09-17,09-24;10-01,10-08;10-15,10-22;11-05,11-12;11-19,11-26",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3095,STREET SWEEPING 13:00-17:00 FRI - 1st 3rd WEEKS,"03-26,04-02;04-09,04-16;05-07,05-14;05-28,06-04;06-11,06-18;06-25,07-02;07-09,07-16;07-30,08-06;08-13,08-20;08-27,09-03;09-10,09-17;10-08,10-15;10-29,11-05;11-12,11-19",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3096,STREET SWEEPING 13:00-17:00 MON - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3097,STREET SWEEPING 13:00-17:00 MON - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3098,STREET SWEEPING 13:00-17:00 FRI - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3099,STREET SWEEPING 13:00-17:00 THU - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3100,STREET SWEEPING 13:00-17:00 FRI - WEEKLY,"04-01,11-30",,13.0,17.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3101,STREET SWEEPING 12:00-16:00 WED - WEEKLY,"04-01,11-30",,12.0,16.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3102,STREET SWEEPING 08:00-12:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3103,STREET SWEEPING 08:00-12:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3104,STREET SWEEPING 08:00-12:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3105,STREET SWEEPING 08:00-12:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3106,STREET SWEEPING 08:00-12:00 THU - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3107,STREET SWEEPING 08:00-12:00 THU - WEEKLY,"04-01,11-30",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3108,STREET SWEEPING 12:00-16:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,12.0,16.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3109,STREET SWEEPING 12:00-16:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,12.0,16.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3110,STREET SWEEPING 08:00-12:00 TUE - 2nd 4th WEEKS,"03-30,04-06;04-13,04-20;04-27,05-04;05-11,05-18;06-01,06-08;06-15,06-22;06-29,07-06;07-13,07-20;08-03,08-10;08-17,08-24;08-31,09-07;09-14,09-21;09-28,10-05;10-12,10-19;11-02,11-09;11-16,11-23",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3111,STREET SWEEPING 08:00-12:00 TUE - 1st 3rd WEEKS,"04-06,04-13;05-04,05-11;06-08,06-15;07-06,07-13;07-27,08-03;08-10,08-17;09-07,09-14;10-05,10-12;10-26,11-02;11-09,11-16",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3112,STREET SWEEPING 08:00-12:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3113,STREET SWEEPING 08:00-12:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3114,STREET SWEEPING 12:00-16:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,12.0,16.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3115,STREET SWEEPING 12:00-16:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,12.0,16.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3116,STREET SWEEPING 12:00-16:00 FRI - 2nd 4th WEEKS,"04-02,04-09;04-16,04-23;04-30,05-07;05-14,05-21;06-04,06-11;06-18,06-25;07-02,07-09;07-16,07-23;08-06,08-13;08-20,08-27;09-03,09-10;09-17,09-24;10-01,10-08;10-15,10-22;11-05,11-12;11-19,11-26",,12.0,16.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3117,STREET SWEEPING 12:00-16:00 FRI - 1st 3rd WEEKS,"03-26,04-02;04-09,04-16;05-07,05-14;05-28,06-04;06-11,06-18;06-25,07-02;07-09,07-16;07-30,08-06;08-13,08-20;08-27,09-03;09-10,09-17;10-08,10-15;10-29,11-05;11-12,11-19",,12.0,16.0,4.0,,,,,1,,,,,sweeping
BOS-SSWP-3118,STREET SWEEPING 08:00-12:00 WED - 2nd 4th WEEKS,"03-31,04-07;04-14,04-21;04-28,05-05;05-12,05-19;06-02,06-09;06-16,06-23;06-30,07-07;07-14,07-21;08-04,08-11;08-18,08-25;09-01,09-08;09-15,09-22;09-29,10-06;10-13,10-20;11-03,11-10;11-17,11-24",,8.0,12.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3119,STREET SWEEPING 08:00-12:00 WED - 1st 3rd WEEKS,"04-07,04-14;05-05,05-12;05-26,06-02;06-09,06-16;07-07,07-14;07-28,08-04;08-11,08-18;09-08,09-15;10-06,10-13;10-27,11-03;11-10,11-17",,8.0,12.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3120,STREET SWEEPING 12:00-16:00 THU - WEEKLY,"04-01,11-30",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3121,STREET SWEEPING 12:00-16:00 THU - WEEKLY,"04-01,11-30",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3122,STREET SWEEPING 12:00-16:00 THU - WEEKLY,"04-01,11-30",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3123,STREET SWEEPING 12:00-16:00 THU - WEEKLY,"04-01,11-30",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3124,STREET SWEEPING 12:00-16:00 THU - 2nd 4th WEEKS,"04-01,04-08;04-15,04-22;04-29,05-06;05-13,05-20;06-03,06-10;06-17,06-24;07-01,07-08;07-15,07-22;08-05,08-12;08-19,08-26;09-02,09-09;09-16,09-23;09-30,10-07;10-14,10-21;11-04,11-11;11-18,11-25",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3125,STREET SWEEPING 12:00-16:00 THU - 1st 3rd WEEKS,"04-08,04-15;05-06,05-13;05-27,06-03;06-10,06-17;07-08,07-15;07-29,08-05;08-12,08-19;08-26,09-02;09-09,09-16;10-07,10-14;10-28,11-04;11-11,11-18",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3126,STREET SWEEPING 08:00-12:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3127,STREET SWEEPING 08:00-12:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3128,STREET SWEEPING 12:00-16:00 THU - 1st 3rd WEEKS,"04-08,04-15;05-06,05-13;05-27,06-03;06-10,06-17;07-08,07-15;07-29,08-05;08-12,08-19;08-26,09-02;09-09,09-16;10-07,10-14;10-28,11-04;11-11,11-18",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3129,STREET SWEEPING 12:00-16:00 THU - 2nd 4th WEEKS,"04-01,04-08;04-15,04-22;04-29,05-06;05-13,05-20;06-03,06-10;06-17,06-24;07-01,07-08;07-15,07-22;08-05,08-12;08-19,08-26;09-02,09-09;09-16,09-23;09-30,10-07;10-14,10-21;11-04,11-11;11-18,11-25",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3130,STREET SWEEPING 12:00-16:00 THU - 2nd 4th WEEKS,"04-01,04-08;04-15,04-22;04-29,05-06;05-13,05-20;06-03,06-10;06-17,06-24;07-01,07-08;07-15,07-22;08-05,08-12;08-19,08-26;09-02,09-09;09-16,09-23;09-30,10-07;10-14,10-21;11-04,11-11;11-18,11-25",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3131,STREET SWEEPING 12:00-16:00 THU - 1st 3rd WEEKS,"04-08,04-15;05-06,05-13;05-27,06-03;06-10,06-17;07-08,07-15;07-29,08-05;08-12,08-19;08-26,09-02;09-09,09-16;10-07,10-14;10-28,11-04;11-11,11-18",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3132,STREET SWEEPING 05:00-07:00 TUE - WEEKLY,"04-01,11-30",,5.0,7.0,2.0,,1,,,,,,,,sweeping
BOS-SSWP-3133,STREET SWEEPING 05:00-07:00 TUE - WEEKLY,"04-01,11-30",,5.0,7.0,2.0,,1,,,,,,,,sweeping
BOS-SSWP-3134,STREET SWEEPING 05:00-07:00 MON - WEEKLY,"04-01,11-30",,5.0,7.0,2.0,1,,,,,,,,,sweeping
BOS-SSWP-3135,STREET SWEEPING 08:00-12:00 TUE - 2nd 4th WEEKS,"03-30,04-06;04-13,04-20;04-27,05-04;05-11,05-18;06-01,06-08;06-15,06-22;06-29,07-06;07-13,07-20;08-03,08-10;08-17,08-24;08-31,09-07;09-14,09-21;09-28,10-05;10-12,10-19;11-02,11-09;11-16,11-23",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3136,STREET SWEEPING 08:00-12:00 TUE - 1st 3rd WEEKS,"04-06,04-13;05-04,05-11;06-08,06-15;07-06,07-13;07-27,08-03;08-10,08-17;09-07,09-14;10-05,10-12;10-26,11-02;11-09,11-16",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3137,STREET SWEEPING 08:00-12:00 TUE - 2nd 4th WEEKS,"03-30,04-06;04-13,04-20;04-27,05-04;05-11,05-18;06-01,06-08;06-15,06-22;06-29,07-06;07-13,07-20;08-03,08-10;08-17,08-24;08-31,09-07;09-14,09-21;09-28,10-05;10-12,10-19;11-02,11-09;11-16,11-23",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3138,STREET SWEEPING 08:00-12:00 TUE - 1st 3rd WEEKS,"04-06,04-13;05-04,05-11;06-08,06-15;07-06,07-13;07-27,08-03;08-10,08-17;09-07,09-14;10-05,10-12;10-26,11-02;11-09,11-16",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3139,STREET SWEEPING 08:00-12:00 TUE - 2nd 4th WEEKS,"03-30,04-06;04-13,04-20;04-27,05-04;05-11,05-18;06-01,06-08;06-15,06-22;06-29,07-06;07-13,07-20;08-03,08-10;08-17,08-24;08-31,09-07;09-14,09-21;09-28,10-05;10-12,10-19;11-02,11-09;11-16,11-23",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3140,STREET SWEEPING 08:00-12:00 TUE - 1st 3rd WEEKS,"04-06,04-13;05-04,05-11;06-08,06-15;07-06,07-13;07-27,08-03;08-10,08-17;09-07,09-14;10-05,10-12;10-26,11-02;11-09,11-16",,8.0,12.0,4.0,,1,,,,,,,,sweeping
BOS-SSWP-3141,STREET SWEEPING 08:00-12:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3142,STREET SWEEPING 08:00-12:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3143,STREET SWEEPING 08:00-12:00 THU - 2nd 4th WEEKS,"04-01,04-08;04-15,04-22;04-29,05-06;05-13,05-20;06-03,06-10;06-17,06-24;07-01,07-08;07-15,07-22;08-05,08-12;08-19,08-26;09-02,09-09;09-16,09-23;09-30,10-07;10-14,10-21;11-04,11-11;11-18,11-25",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3144,STREET SWEEPING 08:00-12:00 THU - 1st 3rd WEEKS,"04-08,04-15;05-06,05-13;05-27,06-03;06-10,06-17;07-08,07-15;07-29,08-05;08-12,08-19;08-26,09-02;09-09,09-16;10-07,10-14;10-28,11-04;11-11,11-18",,8.0,12.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3145,STREET SWEEPING 12:00-16:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,12.0,16.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3146,STREET SWEEPING 12:00-16:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,12.0,16.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3147,STREET SWEEPING 12:00-16:00 WED - 2nd 4th WEEKS,"03-31,04-07;04-14,04-21;04-28,05-05;05-12,05-19;06-02,06-09;06-16,06-23;06-30,07-07;07-14,07-21;08-04,08-11;08-18,08-25;09-01,09-08;09-15,09-22;09-29,10-06;10-13,10-20;11-03,11-10;11-17,11-24",,12.0,16.0,4.0,,,1,,,,,,,sweeping
BOS-SSWP-3148,STREET SWEEPING 08:00-12:00 MON - 2nd 4th WEEKS,"03-29,04-05;04-12,04-19;04-26,05-03;05-10,05-17;05-31,06-07;06-14,06-21;06-28,07-05;07-12,07-19;08-02,08-09;08-16,08-23;08-30,09-06;09-13,09-20;09-27,10-04;10-11,10-18;11-01,11-08;11-15,11-22",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3149,STREET SWEEPING 08:00-12:00 MON - 1st 3rd WEEKS,"04-05,04-12;05-03,05-10;06-07,06-14;07-05,07-12;07-26,08-02;08-09,08-16;09-06,09-13;10-04,10-11;11-08,11-15",,8.0,12.0,4.0,1,,,,,,,,,sweeping
BOS-SSWP-3150,STREET SWEEPING 12:00-16:00 THU - 2nd 4th WEEKS,"04-01,04-08;04-15,04-22;04-29,05-06;05-13,05-20;06-03,06-10;06-17,06-24;07-01,07-08;07-15,07-22;08-05,08-12;08-19,08-26;09-02,09-09;09-16,09-23;09-30,10-07;10-14,10-21;11-04,11-11;11-18,11-25",,12.0,16.0,4.0,,,,1,,,,,,sweeping
BOS-SSWP-3151,STREET SWEEPING 12:00-16:00 THU - 1st 3rd WEEKS,"04-08,04-15;05-06,05-13;05-27,06-03;06-10,06-17;07-08,07-15;07-29,08-05;08-12,08-19;08-26,09-02;09-09,09-16;10-07,10-14;10-28,11-04;11-11,11-18",,12.0,16.0,4.0,,,,1,,,,,,sweeping
