id_trc,rue_nom,rue_de,rue_a,id_trc_pair,rule_pair_1,rule_pair_2,id_trc_impair,rule_impair_1,rule_impair_2
1601270,Hickson,Allen,Lasalle,16012702,MTLVER-NP,,16012701,MTLVER-NP,
1601348,Hickson,Bannantyne,Lanouette,16013482,MTLVER-20,MTLVER-42,16013481,MTLVER-24,MTLVER-34
1601337,Hickson,Claude,Newmarch,16013372,MTLVER-20,MTLVER-39,16013371,MTLVER-24,MTLVER-36
1601350,Hickson,Cool,Lesage,16013502,MTLVER-20,MTLVER-42,16013501,MTLVER-24,MTLVER-34
1601311,Hickson,Ethel,Gertrude,16013112,MTLVER-20,MTLVER-39,16013111,MTLVER-24,MTLVER-36
1601315,Hickson,Evelyn,Verdun,16013152,MTLVER-20,MTLVER-39,16013151,MTLVER-24,MTLVER-36
1601271,Hickson,Gaétan-Laberge,Allen,16012712,MTLVER-NP,,16012711,MTLVER-NP,
1601316,Hickson,Gertrude,Evelyn,16013162,MTLVER-20,MTLVER-39,16013161,MTLVER-24,MTLVER-36
1601335,Hickson,Joseph,Claude,16013352,MTLVER-20,MTLVER-39,16013351,MTLVER-24,MTLVER-36
1601349,Hickson,Lanouette,Cool,16013492,MTLVER-20,MTLVER-42,16013491,MTLVER-24,MTLVER-34
1601268,Hickson,Lasalle,Ross,16012682,MTLVER-NP,,16012681,MTLVER-24,MTLVER-36
1601367,Hickson,Lesage,Evangeline,16013672,MTLVER-20,MTLVER-42,16013671,MTLVER-24,MTLVER-34
1601347,Hickson,Newmarch,Bannantyne,16013472,MTLVER-20,MTLVER-39,16013471,MTLVER-24,MTLVER-36
1601266,Hickson,Ross,Wellington,16012662,MTLVER-20,MTLVER-39,16012661,MTLVER-24,MTLVER-36
1601333,Hickson,Verdun,Joseph,16013332,MTLVER-20,MTLVER-39,16013331,MTLVER-24,MTLVER-36
4007717,Hickson,Wellington,Ethel,40077172,MTLVER-20,MTLVER-39,40077171,MTLVER-24,MTLVER-36
4001786,Jacques-Lauzon,Gilberte-Dubé,May,40017862,MTLVER-16,MTLVER-32,40017861,MTLVER-11,MTLVER-33
1601200,Joseph,Caisse,Strathmore,16012002,MTLVER-12,MTLVER-38,16012001,MTLVER-14,MTLVER-44
1601332,Joseph,Dupuis,Hickson,16013322,MTLVER-12,MTLVER-38,16013321,MTLVER-14,MTLVER-44
1601169,Joseph,Henri-Duhamel,Caisse,16011692,MTLVER-12,MTLVER-38,16011691,MTLVER-14,MTLVER-44
1601334,Joseph,Hickson,Église,16013342,MTLVER-12,MTLVER-38,16013341,MTLVER-14,MTLVER-44
1601215,Joseph,Régina,Dupuis,16012152,MTLVER-12,MTLVER-38,16012151,MTLVER-14,MTLVER-44
1601213,Joseph,Strathmore,Régina,16012132,MTLVER-12,MTLVER-38,16012131,MTLVER-14,MTLVER-44
4010702,Lafleur,Troy,Lasalle,40107022,MTLVER-16,MTLVER-37,40107021,MTLVER-ARR,
1601354,Lanouette,Hickson,Église,16013542,MTLVER-12,MTLVER-37,16013541,MTLVER-14,MTLVER-35
1601566,Lasalle,Allard,Valiquette,16015662,MTLVER-25,MTLVER-43,16015661,MTLVER-05,MTLVER-34
1601275,Lasalle,Allen,Hickson,16012752,MTLVER-ARR,,16012751,MTLVER-22,MTLVER-34
1601479,Lasalle,Argyle,Woodland,16014792,MTLVER-BUS,,16014791,MTLVER-BUS,
4011768,Lasalle,Bannantyne,Entrée Hôpital Douglas,40117682,MTLVER-25,MTLVER-43,40117681,MTLVER-05,MTLVER-34
1601529,Lasalle,Beatty,Moffat,16015292,MTLVER-BUS,,16015291,MTLVER-05,MTLVER-34
4008058,Lasalle,Brassard,Henri-Duhamel,40080582,MTLVER-26,MTLVER-43,40080581,MTLVER-22,MTLVER-34
1601530,Lasalle,Brault,Godin,16015302,MTLVER-25,MTLVER-43,16015301,MTLVER-05,MTLVER-34
4007883,Lasalle,Caisse,Rushbrooke,40078832,MTLVER-26,MTLVER-43,40078831,MTLVER-22,MTLVER-34
1601470,Lasalle,Cinquième,Sixième,16014702,MTLVER-26,MTLVER-43,16014701,MTLVER-22,MTLVER-34
1601670,Lasalle,Clémenceau,Foch,16016702,MTLVER-25,MTLVER-43,16016701,MTLVER-05,MTLVER-34
1601697,Lasalle,Crawford,Lloyd-George,16016972,MTLVER-25,MTLVER-43,16016971,MTLVER-05,MTLVER-34
1601487,Lasalle,Desmarchais,Melrose,16014872,MTLVER-26,MTLVER-43,16014871,MTLVER-22,MTLVER-34
1601464,Lasalle,Deuxième,Troisième,16014642,MTLVER-26,MTLVER-43,16014641,MTLVER-22,MTLVER-34
1601294,Lasalle,Edna,Église,16012942,MTLVER-26,MTLVER-43,16012941,MTLVER-22,MTLVER-34
,Lasalle,Egan,Osborne,,MTLVER-NP,,,MTLVER-NP,
1601298,Lasalle,Église,Galt,16012982,MTLVER-NP,,16012981,MTLVER-22,MTLVER-34
4011767,Lasalle,Entrée Hôpital Douglas,Leclair,40117672,MTLVER-25,MTLVER-43,40117671,MTLVER-05,MTLVER-34
4010701,Lasalle,Evelyn,Caisse,40107012,MTLVER-26,MTLVER-43,40107011,MTLVER-22,MTLVER-34
1601665,Lasalle,Fayolle,Limite LaSalle,16016652,MTLVER-25,MTLVER-43,16016651,MTLVER-05,MTLVER-34
1601668,Lasalle,Foch,Fayolle,16016682,MTLVER-25,MTLVER-43,16016681,MTLVER-05,MTLVER-34
1601300,Lasalle,Galt,Gordon,16013002,MTLVER-26,MTLVER-43,16013001,MTLVER-22,MTLVER-34
4008059,Lasalle,Gibbons,Brassard,40080592,MTLVER-26,MTLVER-43,40080591,MTLVER-22,MTLVER-34
1601542,Lasalle,Godin,Riverview,16015422,MTLVER-BUS,,16015421,MTLVER-NP,
1601305,Lasalle,Gordon,Rielle,16013052,MTLVER-26,MTLVER-43,16013051,MTLVER-22,MTLVER-34
4010524,Lasalle,Henri-Duhamel,Evelyn,40105242,MTLVER-26,MTLVER-43,40105241,MTLVER-NP,
1601269,Lasalle,Hickson,Edna,16012692,MTLVER-26,MTLVER-43,16012691,MTLVER-22,MTLVER-34
1601230,Lasalle,Lafleur,Troy,16012302,MTLVER-26,MTLVER-43,16012301,MTLVER-22,MTLVER-34
1601696,Lasalle,Leclair,Crawford,16016962,MTLVER-25,MTLVER-43,16016961,MTLVER-05,MTLVER-34
1625468,Lasalle,Limite Montréal,Gibbons,16254682,MTLVER-NP,,16254681,MTLVER-NP,
1601698,Lasalle,Lloyd-George,Clémenceau,16016982,MTLVER-25,MTLVER-43,16016981,MTLVER-05,MTLVER-34
1601539,Lasalle,Manning,Richard,16015392,MTLVER-25,MTLVER-43,16015391,MTLVER-05,MTLVER-34
1601476,Lasalle,Melrose,Argyle,16014762,MTLVER-26,MTLVER-43,16014761,MTLVER-22,MTLVER-34
1601528,Lasalle,Moffat,Manning,16015282,MTLVER-25,MTLVER-43,16015281,MTLVER-05,MTLVER-34
1601538,Lasalle,Osborne,Beatty,16015382,MTLVER-NP,,16015381,MTLVER-ARR,
1601463,Lasalle,Première,Deuxième,16014632,MTLVER-26,MTLVER-43,16014631,MTLVER-22,MTLVER-34
1601485,Lasalle,Quatrième,Cinquième,16014852,MTLVER-26,MTLVER-43,16014851,MTLVER-22,MTLVER-34
4011896,Lasalle,Richard,Brault,40118962,MTLVER-25,MTLVER-43,40118961,MTLVER-05,MTLVER-34
1601458,Lasalle,Rielle,Willibrord,16014582,MTLVER-26,MTLVER-43,16014581,MTLVER-22,MTLVER-34
1601544,Lasalle,Riverview,Allard,16015442,MTLVER-25,MTLVER-43,16015441,MTLVER-05,MTLVER-34
1601560,Lasalle,Rolland,Stephens,16015602,MTLVER-25,MTLVER-43,16015601,MTLVER-05,MTLVER-34
4007718,Lasalle,Rushbrooke,Wellington,40077182,MTLVER-26,MTLVER-43,40077181,MTLVER-22,MTLVER-34
1601486,Lasalle,Sixième,Desmarchais,16014862,MTLVER-26,MTLVER-43,16014861,MTLVER-22,MTLVER-34
1601559,Lasalle,Stephens,Bannantyne,16015592,MTLVER-25,MTLVER-43,16015591,MTLVER-BUS,
1601467,Lasalle,Troisième,Quatrième,16014672,MTLVER-26,MTLVER-43,16014671,MTLVER-22,MTLVER-34
1601231,Lasalle,Troy,Allen,16012312,MTLVER-26,MTLVER-43,16012311,MTLVER-22,MTLVER-34
1601561,Lasalle,Valiquette,Rolland,16015612,MTLVER-25,MTLVER-43,16015611,MTLVER-05,MTLVER-34
1601228,Lasalle,Wellington,Lafleur,16012282,MTLVER-26,MTLVER-43,16012281,MTLVER-22,MTLVER-34
1601460,Lasalle,Willibrord,Première,16014602,MTLVER-26,MTLVER-43,16014601,MTLVER-22,MTLVER-34
,Lasalle,Woodland,Egan,,MTLVER-NP,,,MTLVER-NP,
1601655,Leclair,Churchill,Ouimet,16016552,MTLVER-15,MTLVER-44,16016551,MTLVER-17,MTLVER-38
1601678,Leclair,David,Churchill,16016782,MTLVER-15,MTLVER-44,16016781,MTLVER-17,MTLVER-38
1601695,Leclair,Lasalle,David,16016952,MTLVER-15,MTLVER-44,16016951,MTLVER-17,MTLVER-38
1601634,Leclair,Ouimet,Penniston,16016342,MTLVER-15,MTLVER-44,16016341,MTLVER-17,MTLVER-38
1601654,Leclair,Penniston,Champlain,16016542,MTLVER-15,MTLVER-44,16016541,MTLVER-17,MTLVER-38
1601352,Lesage,Dupuis (courbe),Hickson,16013522,MTLVER-12,MTLVER-34,16013521,MTLVER-NP,
1601350,Lesage,Hickson,Église,16013502,MTLVER-12,MTLVER-36,16013501,MTLVER-14,MTLVER-39
1601657,Lloyd-George,Churchill,Ouimet,16016572,MTLVER-10,MTLVER-37,16016571,MTLVER-13,MTLVER-35
1601693,Lloyd-George,Lasalle,Churchill,16016932,MTLVER-10,MTLVER-37,16016931,MTLVER-13,MTLVER-35
1601651,Lloyd-George,Ouimet,cul-de-sac,16016512,MTLVER-10,MTLVER-37,16016511,MTLVER-13,MTLVER-35
1601609,Manning,Bannantyne,Beurling,16016092,MTLVER-02,MTLVER-44,16016091,MTLVER-01,MTLVER-38
1601580,Manning,Beurling,Champlain,16015802,MTLVER-02,MTLVER-44,16015801,MTLVER-01,MTLVER-38
1601522,Manning,Lasalle,Verdun,16015222,MTLVER-02,MTLVER-44,16015221,MTLVER-01,MTLVER-38
1601508,Manning,Verdun,Bannantyne,16015082,MTLVER-02,MTLVER-44,16015081,MTLVER-01,MTLVER-38
1600131,May,Rushbrooke,Jacques-Lauzon,16001312,MTLVER-16,MTLVER-32,16001311,MTLVER-NP,
1600130,May,Wellington,Rushbrooke,16001302,MTLVER-16,MTLVER-32,16001301,MTLVER-NP,
1601614,Melrose,Bannantyne,Champlain,16016142,MTLVER-06,MTLVER-32,16016141,MTLVER-04,MTLVER-33
1601474,Melrose,Lasalle,Wellington,16014742,MTLVER-06,MTLVER-32,16014741,MTLVER-04,MTLVER-33
1601453,Melrose,Verdun,Bannantyne,16014532,MTLVER-06,MTLVER-32,16014531,MTLVER-04,MTLVER-33
1601450,Melrose,Wellington,Verdun,16014502,MTLVER-06,MTLVER-32,16014501,MTLVER-04,MTLVER-33
1601610,Moffat,Bannantyne,Beurling,16016102,MTLVER-01,MTLVER-37,16016101,MTLVER-02,MTLVER-35
1601579,Moffat,Beurling,Champlain,16015792,MTLVER-01,MTLVER-37,16015791,MTLVER-02,MTLVER-35
1601521,Moffat,Lasalle,Verdun,16015212,MTLVER-01,MTLVER-37,16015211,MTLVER-02,MTLVER-35
1601505,Moffat,Verdun,Bannantyne,16015052,MTLVER-01,MTLVER-37,16015051,MTLVER-02,MTLVER-35
1601549,Monteith,Allard,Valiquette,16015492,MTLVER-04,MTLVER-33,16015491,MTLVER-06,MTLVER-32
1601548,Monteith,Godin,Allard,16015482,MTLVER-04,MTLVER-33,16015481,MTLVER-06,MTLVER-32
1601551,Monteith,Rolland,Stephens,16015512,MTLVER-04,MTLVER-33,16015511,MTLVER-06,MTLVER-32
1601550,Monteith,Valiquette,Rolland,16015502,MTLVER-04,MTLVER-33,16015501,MTLVER-06,MTLVER-32
1601330,Newmarch,Dupuis,Hickson,16013302,MTLVER-14,MTLVER-35,16013301,MTLVER-12,MTLVER-37
1601338,Newmarch,Hickson,Église,16013382,MTLVER-14,MTLVER-35,16013381,MTLVER-12,MTLVER-37
1601564,Osborne,Bannantyne,Beurling,16015642,MTLVER-01,MTLVER-32,16015641,MTLVER-02,MTLVER-33
1601574,Osborne,Beurling,Champlain,16015742,MTLVER-01,MTLVER-32,16015741,MTLVER-02,MTLVER-33
1601497,Osborne,Verdun,Bannantyne,16014972,MTLVER-01,MTLVER-32,16014971,MTLVER-02,MTLVER-33
1601501,Osborne,Wellington,Verdun,16015012,MTLVER-01,MTLVER-32,16015011,MTLVER-02,MTLVER-33
1601660,Ouimet,Clémenceau,Foch,16016602,MTLVER-13,MTLVER-35,16016601,MTLVER-10,MTLVER-37
1601648,Ouimet,Crawford,LLoyd-George,16016482,MTLVER-13,MTLVER-35,16016481,MTLVER-10,MTLVER-37
1601663,Ouimet,Fayolle,Limite LaSalle,16016632,MTLVER-BUS,,16016631,MTLVER-10,MTLVER-37
1601661,Ouimet,Foch,Fayolle,16016612,MTLVER-13,MTLVER-35,16016611,MTLVER-10,MTLVER-37
1601647,Ouimet,Leclair,Crawford,16016472,MTLVER-13,MTLVER-35,16016471,MTLVER-10,MTLVER-37
1601635,Ouimet,Limite Hôpital Douglas,Leclair,16016352,MTLVER-13,MTLVER-35,16016351,MTLVER-10,MTLVER-37
1601649,Ouimet,LLoyd-George,Clémenceau,16016492,MTLVER-13,MTLVER-35,16016491,MTLVER-10,MTLVER-37
1601996,Parkdale,Truman,Champlain,16019962,MTLVER-10,MTLVER-37,16019961,MTLVER-13,MTLVER-35
1601645,Penniston,Crawford,parc Reine Elisabeth,16016452,MTLVER-NP,,16016451,MTLVER-NP,
1601642,Penniston,Leclair,Crawford,16016422,MTLVER-17,MTLVER-37,16016421,MTLVER-15,MTLVER-35
,Pont Champlain (bretelle),Wellington ,Limite Montréal,,MTLVER-ARR,,,MTLVER-ARR,
1601195,Poudrière (nord),Henri-Duhamel,Henri-Duhamel,16011952,MTLVER-16,MTLVER-32,16011951,MTLVER-11,MTLVER-33
1601194,Poudrière (sud),Henri-Duhamel,Henri-Duhamel,16011942,MTLVER-16,MTLVER-32,16011941,MTLVER-11,MTLVER-33
1601381,Première,Bannantyne,Champlain,16013812,MTLVER-07,MTLVER-35,16013811,MTLVER-18,MTLVER-37
1601461,Première,Lasalle,Wellington,16014612,MTLVER-07,MTLVER-35,16014611,MTLVER-18,MTLVER-37
1601408,Première,Verdun,Bannantyne,16014082,MTLVER-07,MTLVER-35,16014081,MTLVER-18,MTLVER-37
1601406,Première,Wellington,Verdun,16014062,MTLVER-07,MTLVER-35,16014061,MTLVER-18,MTLVER-37
1601387,Quatrième,Bannantyne,Champlain,16013872,MTLVER-16,MTLVER-32,16013871,MTLVER-11,MTLVER-33
1601466,Quatrième,Lasalle,Wellington,16014662,MTLVER-16,MTLVER-32,16014661,MTLVER-11,MTLVER-33
1601411,Quatrième,Verdun,Bannantyne,16014112,MTLVER-16,MTLVER-32,16014111,MTLVER-11,MTLVER-33
1601426,Quatrième,Wellington,Verdun,16014262,MTLVER-16,MTLVER-32,16014261,MTLVER-11,MTLVER-33
1601221,Régina,Ethel,Gertrude,16012212,MTLVER-09,MTLVER-33,16012211,MTLVER-27,MTLVER-32
1601217,Régina,Evelyn,Verdun,16012172,MTLVER-09,MTLVER-33,16012171,MTLVER-27,MTLVER-32
1601219,Régina,Gertrude,Evelyn,16012192,MTLVER-09,MTLVER-33,16012191,MTLVER-27,MTLVER-32
1601214,Régina,Verdun,Joseph,16012142,MTLVER-09,MTLVER-33,16012141,MTLVER-27,MTLVER-32
4007719,Régina,Wellington,Ethel,40077192,MTLVER-09,MTLVER-33,40077191,MTLVER-27,MTLVER-32
4007122,Rhéaume,Wellington,Gaétan-Laberge,40071222,MTLVER-11,MTLVER-35,40071221,MTLVER-16,MTLVER-37
,Richard,Lasalle,Richard (bretelle),,MTLVER-NP,,,MTLVER-02,MTLVER-35
4011895,Richard,Richard (bretelle),Verdun,40118952,MTLVER-01,MTLVER-37,40118951,MTLVER-02,MTLVER-35
1601510,Richard,Verdun,Bannantyne,16015102,MTLVER-01,MTLVER-37,16015101,MTLVER-02,MTLVER-35
,Richard (bretelle),Lasalle,Richard,,MTLVER-01,MTLVER-37,,MTLVER-NP,
1601377,Rielle,Bannantyne,Champlain,16013772,MTLVER-07,MTLVER-35,16013771,MTLVER-18,MTLVER-37
4007715,Rielle,Lasalle,Wellington,40077152,MTLVER-07,MTLVER-35,40077151,MTLVER-18,MTLVER-37
"4001005,4001006",Rielle,Verdun,Bannantyne,"40010052,40010062",MTLVER-07,MTLVER-35,"40010051,40010061",MTLVER-18,MTLVER-37
1601345,Rielle,Wellington,Verdun,16013452,MTLVER-07,MTLVER-35,16013451,MTLVER-18,MTLVER-37
1601573,Riverview,Bannantyne,Monteith,16015732,MTLVER-02,MTLVER-33,16015731,MTLVER-01,MTLVER-32
1601543,Riverview,Lasalle,Bannantyne,16015432,MTLVER-02,MTLVER-33,16015431,MTLVER-01,MTLVER-32
1601553,Rolland,Bannantyne,Monteith,16015532,MTLVER-06,MTLVER-32,16015531,MTLVER-04,MTLVER-33
1601629,Rolland,Beurling,Champlain,16016292,MTLVER-06,MTLVER-32,16016291,MTLVER-04,MTLVER-33
1601569,Rolland,Lasalle,Bannantyne,16015692,MTLVER-06,MTLVER-32,16015691,MTLVER-04,MTLVER-33
1601605,Rolland,Monteith,Beurling,16016052,MTLVER-06,MTLVER-32,16016051,MTLVER-04,MTLVER-33
1601267,Ross,Hickson,Église,16012672,MTLVER-07,MTLVER-39,16012671,MTLVER-18,MTLVER-36
1601232,Rushbrooke,Caisse,Lasalle,16012322,MTLVER-16,MTLVER-32,16012321,MTLVER-11,MTLVER-33
1601235,Rushbrooke,Gilberte-Dubé,Caisse,16012352,MTLVER-16,MTLVER-32,16012351,MTLVER-11,MTLVER-33
1600129,Rushbrooke,May,Gilberte-Dubé,16001292,MTLVER-16,MTLVER-32,16001291,MTLVER-11,MTLVER-33
1601616,Sixième,Bannantyne,Champlain,16016162,MTLVER-16,MTLVER-32,16016161,MTLVER-11,MTLVER-33
1601469,Sixième,Lasalle,Wellington,16014692,MTLVER-16,MTLVER-32,16014691,MTLVER-11,MTLVER-33
1601413,Sixième,Verdun,Bannantyne,16014132,MTLVER-16,MTLVER-32,16014131,MTLVER-11,MTLVER-33
1601428,Sixième,Wellington,Verdun,16014282,MTLVER-16,MTLVER-32,16014281,MTLVER-11,MTLVER-33
1601552,Stephens,Bannantyne,Monteith,16015522,MTLVER-04,MTLVER-39,16015521,MTLVER-06,MTLVER-36
1601632,Stephens,Beurling,Champlain,16016322,MTLVER-04,MTLVER-39,16016321,MTLVER-06,MTLVER-36
1604510,Stephens,Champlain,Limite Montréal,16045102,MTLVER-ARR,,16045101,MTLVER-ARR,
1601570,Stephens,Lasalle,Bannantyne,16015702,MTLVER-BUS,,16015701,MTLVER-06,MTLVER-36
1601607,Stephens,Monteith,Beurling,16016072,MTLVER-04,MTLVER-39,16016071,MTLVER-06,MTLVER-36
1601207,Strathmore,Ethel,Gertrude,16012072,MTLVER-27,MTLVER-32,16012071,MTLVER-09,MTLVER-33
1601203,Strathmore,Evelyn,Verdun,16012032,MTLVER-27,MTLVER-32,16012031,MTLVER-09,MTLVER-33
1601205,Strathmore,Gertrude,Evelyn,16012052,MTLVER-27,MTLVER-32,16012051,MTLVER-09,MTLVER-33
1601210,Strathmore,Lasalle,Ethel,16012102,MTLVER-BUS,,16012101,MTLVER-09,MTLVER-33
1601201,Strathmore,Verdun,Joseph,16012012,MTLVER-27,MTLVER-32,16012011,MTLVER-09,MTLVER-33
1601386,Troisième,Bannantyne,Champlain,16013862,MTLVER-11,MTLVER-45,16013861,MTLVER-16,MTLVER-49
1601465,Troisième,Lasalle,Wellington,16014652,MTLVER-11,MTLVER-45,16014651,MTLVER-16,MTLVER-49
1601410,Troisième,Verdun,Bannantyne,16014102,MTLVER-11,MTLVER-45,16014101,MTLVER-16,MTLVER-49
1601425,Troisième,Wellington,Verdun,16014252,MTLVER-11,MTLVER-45,16014251,MTLVER-16,MTLVER-49
1601237,Troy,Lasalle,Lafleur,16012372,MTLVER-11,MTLVER-35,16012371,MTLVER-16,MTLVER-37
1601652,Truman,Crawford,Parkdale,16016522,MTLVER-10,MTLVER-37,16016521,MTLVER-13,MTLVER-35
"1601998,1601999",Truman,Parkdale,Fayolle,"16019982,16019992",MTLVER-10,MTLVER-37,"16019981,16019991",MTLVER-ARR,
1601554,Valiquette,Bannantyne,Monteith,16015542,MTLVER-04,MTLVER-33,16015541,MTLVER-06,MTLVER-32
1601628,Valiquette,Beurling,Champlain,16016282,MTLVER-04,MTLVER-33,16016281,MTLVER-06,MTLVER-32
1601567,Valiquette,Lasalle,Bannantyne,16015672,MTLVER-04,MTLVER-33,16015671,MTLVER-06,MTLVER-32
1601603,Valiquette,Monteith,Beurling,16016032,MTLVER-04,MTLVER-33,16016031,MTLVER-06,MTLVER-32
1601490,Verdun,Argyle,Woodland,16014902,MTLVER-05,MTLVER-34,16014901,MTLVER-31,MTLVER-43
1601520,Verdun,Beatty,Moffat,16015202,MTLVER-05,MTLVER-34,16015201,MTLVER-31,MTLVER-43
1601516,Verdun,Brault,Godin,16015162,MTLVER-05,MTLVER-34,16015161,MTLVER-31,MTLVER-43
1601202,Verdun,Caisse,Strathmore,16012022,MTLVER-05,MTLVER-34,16012021,MTLVER-31,MTLVER-43
1601422,Verdun,Cinquième,Sixième,16014222,MTLVER-05,MTLVER-34,16014221,MTLVER-31,MTLVER-43
1601451,Verdun,Desmarchais,Melrose,16014512,MTLVER-05,MTLVER-34,16014511,MTLVER-31,MTLVER-43
1601419,Verdun,Deuxième,Troisième,16014192,MTLVER-05,MTLVER-34,16014191,MTLVER-31,MTLVER-43
1601495,Verdun,Egan,Osborne,16014952,MTLVER-05,MTLVER-34,16014951,MTLVER-31,MTLVER-43
1601323,Verdun,Église,Galt,16013232,MTLVER-05,MTLVER-34,16013231,MTLVER-31,MTLVER-43
1601326,Verdun,Galt,Gordon,16013262,MTLVER-05,MTLVER-34,16013261,MTLVER-31,MTLVER-43
1601541,Verdun,Godin,Cul-de-sac,16015412,MTLVER-BUS,,16015411,MTLVER-31,MTLVER-43
1601344,Verdun,Gordon,Rielle,16013442,MTLVER-05,MTLVER-34,16013441,MTLVER-31,MTLVER-43
1601171,Verdun,Henri-Duhamel,Caisse,16011712,MTLVER-05,MTLVER-34,16011711,MTLVER-31,MTLVER-43
1601319,Verdun,Hickson,Église,16013192,MTLVER-05,MTLVER-34,16013191,MTLVER-31,MTLVER-43
1601518,Verdun,Manning,Richard,16015182,MTLVER-05,MTLVER-34,16015181,MTLVER-31,MTLVER-43
1601456,Verdun,Melrose,Argyle,16014562,MTLVER-05,MTLVER-34,16014561,MTLVER-31,MTLVER-43
,Verdun,mi Régina-Hickson,Hickson,,MTLVER-05,MTLVER-34,,MTLVER-31,MTLVER-43
1601519,Verdun,Moffat,Manning,16015192,MTLVER-05,MTLVER-34,16015191,MTLVER-31,MTLVER-43
1601500,Verdun,Osborne,Beatty,16015002,MTLVER-05,MTLVER-34,16015001,MTLVER-31,MTLVER-43
1601418,Verdun,Première,Deuxième,16014182,MTLVER-05,MTLVER-34,16014181,MTLVER-31,MTLVER-43
1601421,Verdun,Quatrième,Cinquième,16014212,MTLVER-05,MTLVER-34,16014211,MTLVER-31,MTLVER-43
,Verdun,Régina,mi Régina-Hickson,,MTLVER-05,MTLVER-34,,MTLVER-31,MTLVER-43
1601517,Verdun,Richard,Brault,16015172,MTLVER-05,MTLVER-34,16015171,MTLVER-31,MTLVER-43
1601403,Verdun,Rielle,Willibrord,16014032,MTLVER-05,MTLVER-34,16014031,MTLVER-31,MTLVER-43
1601423,Verdun,Sixième,Desmarchais,16014232,MTLVER-05,MTLVER-34,16014231,MTLVER-31,MTLVER-43
1601216,Verdun,Strathmore,Régina,16012162,MTLVER-05,MTLVER-34,16012161,MTLVER-31,MTLVER-43
1601420,Verdun,Troisième,Quatrième,16014202,MTLVER-05,MTLVER-34,16014201,MTLVER-31,MTLVER-43
1601407,Verdun,Willibrord,Première,16014072,MTLVER-05,MTLVER-34,16014071,MTLVER-31,MTLVER-43
1601494,Verdun,Woodland,Egan,16014942,MTLVER-05,MTLVER-34,16014941,MTLVER-31,MTLVER-43
1601478,Wellington,Argyle,Woodland,16014782,MTLVER-BUS,,16014781,MTLVER-21,MTLVER-50
1601433,Wellington,Cinquième,Sixième,16014332,MTLVER-21,MTLVER-46,16014331,MTLVER-21,MTLVER-50
1601449,Wellington,Desmarchais,Melrose,16014492,MTLVER-21,MTLVER-46,16014491,MTLVER-21,MTLVER-50
1601430,Wellington,Deuxième,Troisième,16014302,MTLVER-21,MTLVER-46,16014301,MTLVER-21,MTLVER-50
"1601531,1601537",Wellington,Egan,Osborne,"16015312,16015372",MTLVER-ARR,,"16015311,16015371",MTLVER-21,MTLVER-50
1601296,Wellington,Église,Galt,16012962,MTLVER-21,MTLVER-46,16012961,MTLVER-21,MTLVER-50
1601302,Wellington,Galt,Gordon,16013022,MTLVER-21,MTLVER-46,16013021,MTLVER-21,MTLVER-50
4011766,Wellington,Gilberte-Dubé,Rhéaume,40117662,MTLVER-11,,40117661,MTLVER-16,MTLVER-34
1601303,Wellington,Gordon,Rielle,16013032,MTLVER-21,MTLVER-46,16013031,MTLVER-21,MTLVER-50
1601265,Wellington,Hickson,Église,16012652,MTLVER-21,MTLVER-46,16012651,MTLVER-21,MTLVER-50
"1601226,4000991",Wellington,Lasalle,Régina,"16012262,40009912",MTLVER-BUS,,"16012261,40009911",MTLVER-21,MTLVER-50
4006109,Wellington,May,Gilberte-Dubé,40061092,MTLVER-NP,,40061091,MTLVER-16,MTLVER-34
1601475,Wellington,Melrose,Argyle,16014752,MTLVER-21,MTLVER-46,16014751,MTLVER-21,MTLVER-50
,Wellington,Osborne,Beatty,,MTLVER-ARR,,,MTLVER-21,MTLVER-50
,Wellington,Osborne,îlots,,MTLVER-ARR,,,MTLVER-ARR,
,Wellington,Osborne,îlots,,MTLVER-ARR,,,MTLVER-ARR,
1601429,Wellington,Première,Deuxième,16014292,MTLVER-21,MTLVER-46,16014291,MTLVER-21,MTLVER-50
1601432,Wellington,Quatrième,Cinquième,16014322,MTLVER-21,MTLVER-46,16014321,MTLVER-21,MTLVER-50
1601260,Wellington,Régina,Hickson,16012602,MTLVER-21,MTLVER-46,16012601,MTLVER-21,MTLVER-50
"1601246,1601250",Wellington,Rhéaume,LaSalle,"16012462,16012502",MTLVER-21,MTLVER-46,"16012461,16012501",MTLVER-21,MTLVER-50
1601306,Wellington,Rielle,Willibrord,16013062,MTLVER-21,MTLVER-46,16013061,MTLVER-21,MTLVER-50
1601434,Wellington,Sixième,Desmarchais,16014342,MTLVER-21,MTLVER-46,16014341,MTLVER-21,MTLVER-50
1601431,Wellington,Troisième,Quatrième,16014312,MTLVER-21,MTLVER-46,16014311,MTLVER-21,MTLVER-50
1601405,Wellington,Willibrord,Première,16014052,MTLVER-21,MTLVER-46,16014051,MTLVER-21,MTLVER-50
1601482,Wellington,Woodland,Egan,16014822,MTLVER-NP,,16014821,MTLVER-21,MTLVER-50
1601379,Willibrord,Bannantyne,Champlain,16013792,MTLVER-18,MTLVER-37,16013791,MTLVER-07,MTLVER-35
4007716,Willibrord,Lasalle,Wellington,40077162,MTLVER-18,MTLVER-37,40077161,MTLVER-07,MTLVER-35
